drugbank_id	gene	gene_name	HGNC	drug_name	drug_type	action	simplified_action	known_action	taxid
DB00071	CTSD	Cathepsin D	HGNC:2529	Insulin Pork	biotech		other	unknown	9606
DB00071	HLA-DQA2	HLA class II histocompatibility antigen, DQ alpha 2 chain	HGNC:4943	Insulin Pork	biotech		other	unknown	9606
DB00071	HLA-DQB1	HLA class II histocompatibility antigen, DQ beta 1 chain	HGNC:4944	Insulin Pork	biotech		other	unknown	9606
DB00071	IDE	Insulin-degrading enzyme	HGNC:5381	Insulin Pork	biotech		other	unknown	9606
DB00071	IGF1R	Insulin-like growth factor 1 receptor	HGNC:5465	Insulin Pork	biotech		other	unknown	9606
DB00071	IGFBP7	Insulin-like growth factor-binding protein 7	HGNC:5476	Insulin Pork	biotech		other	unknown	9606
DB00071	INSR	Insulin receptor	HGNC:6091	Insulin Pork	biotech	binder	other	yes	9606
DB00071	LRP2	Low-density lipoprotein receptor-related protein 2	HGNC:6694	Insulin Pork	biotech		other	unknown	9606
DB00071	NOV	Protein NOV homolog	HGNC:7885	Insulin Pork	biotech		other	unknown	9606
DB00071	PCSK1	Neuroendocrine convertase 1	HGNC:8743	Insulin Pork	biotech		other	unknown	9606
DB00071	PCSK2	Neuroendocrine convertase 2	HGNC:8744	Insulin Pork	biotech		other	unknown	9606
DB00071	RB1	Retinoblastoma-associated protein	HGNC:9884	Insulin Pork	biotech		other	unknown	9606
DB00071	SYTL4	Synaptotagmin-like protein 4	HGNC:15588	Insulin Pork	biotech		other	unknown	9606
DB00072	C1QA	Complement C1q subcomponent subunit A	HGNC:1241	Trastuzumab	biotech		other	unknown	9606
DB00072	C1QB	Complement C1q subcomponent subunit B	HGNC:1242	Trastuzumab	biotech		other	unknown	9606
DB00072	C1QC	Complement C1q subcomponent subunit C	HGNC:1245	Trastuzumab	biotech		other	unknown	9606
DB00072	C1R	Complement C1r subcomponent	HGNC:1246	Trastuzumab	biotech		other	unknown	9606
DB00072	C1S	Complement C1s subcomponent	HGNC:1247	Trastuzumab	biotech		other	unknown	9606
DB00072	EGFR	Epidermal growth factor receptor	HGNC:3236	Trastuzumab	biotech		other	unknown	9606
DB00072	ERBB2	Receptor tyrosine-protein kinase erbB-2	HGNC:3430	Trastuzumab	biotech	antibody	negaive	yes	9606
DB00072	FCGR1A	High affinity immunoglobulin gamma Fc receptor I	HGNC:3613	Trastuzumab	biotech		other	unknown	9606
DB00072	FCGR2A	Low affinity immunoglobulin gamma Fc region receptor II-a	HGNC:3616	Trastuzumab	biotech		other	unknown	9606
DB00072	FCGR2B	Low affinity immunoglobulin gamma Fc region receptor II-b	HGNC:3618	Trastuzumab	biotech		other	unknown	9606
DB00072	FCGR2C	Low affinity immunoglobulin gamma Fc region receptor II-c	HGNC:15626	Trastuzumab	biotech		other	unknown	9606
DB00072	FCGR3A	Low affinity immunoglobulin gamma Fc region receptor III-A	HGNC:3619	Trastuzumab	biotech		other	unknown	9606
DB00072	FCGR3B	Low affinity immunoglobulin gamma Fc region receptor III-B	HGNC:3620	Trastuzumab	biotech		other	unknown	9606
DB00073	C1QA	Complement C1q subcomponent subunit A	HGNC:1241	Rituximab	biotech		other	unknown	9606
DB00073	C1QB	Complement C1q subcomponent subunit B	HGNC:1242	Rituximab	biotech		other	unknown	9606
DB00073	C1QC	Complement C1q subcomponent subunit C	HGNC:1245	Rituximab	biotech		other	unknown	9606
DB00073	C1R	Complement C1r subcomponent	HGNC:1246	Rituximab	biotech		other	unknown	9606
DB00073	C1S	Complement C1s subcomponent	HGNC:1247	Rituximab	biotech		other	unknown	9606
DB00073	FCGR1A	High affinity immunoglobulin gamma Fc receptor I	HGNC:3613	Rituximab	biotech		other	unknown	9606
DB00073	FCGR2A	Low affinity immunoglobulin gamma Fc region receptor II-a	HGNC:3616	Rituximab	biotech		other	unknown	9606
DB00073	FCGR2B	Low affinity immunoglobulin gamma Fc region receptor II-b	HGNC:3618	Rituximab	biotech		other	unknown	9606
DB00073	FCGR2C	Low affinity immunoglobulin gamma Fc region receptor II-c	HGNC:15626	Rituximab	biotech		other	unknown	9606
DB00073	FCGR3A	Low affinity immunoglobulin gamma Fc region receptor III-A	HGNC:3619	Rituximab	biotech		other	unknown	9606
DB00073	FCGR3B	Low affinity immunoglobulin gamma Fc region receptor III-B	HGNC:3620	Rituximab	biotech		other	unknown	9606
DB00073	MS4A1	B-lymphocyte antigen CD20	HGNC:7315	Rituximab	biotech	antibody	negaive	yes	9606
DB00074	C1QA	Complement C1q subcomponent subunit A	HGNC:1241	Basiliximab	biotech		other	unknown	9606
DB00074	C1QB	Complement C1q subcomponent subunit B	HGNC:1242	Basiliximab	biotech		other	unknown	9606
DB00074	C1QC	Complement C1q subcomponent subunit C	HGNC:1245	Basiliximab	biotech		other	unknown	9606
DB00074	C1R	Complement C1r subcomponent	HGNC:1246	Basiliximab	biotech		other	unknown	9606
DB00074	C1S	Complement C1s subcomponent	HGNC:1247	Basiliximab	biotech		other	unknown	9606
DB00074	FCGR1A	High affinity immunoglobulin gamma Fc receptor I	HGNC:3613	Basiliximab	biotech		other	unknown	9606
DB00074	FCGR2A	Low affinity immunoglobulin gamma Fc region receptor II-a	HGNC:3616	Basiliximab	biotech		other	unknown	9606
DB00074	FCGR2B	Low affinity immunoglobulin gamma Fc region receptor II-b	HGNC:3618	Basiliximab	biotech		other	unknown	9606
DB00074	FCGR2C	Low affinity immunoglobulin gamma Fc region receptor II-c	HGNC:15626	Basiliximab	biotech		other	unknown	9606
DB00074	FCGR3A	Low affinity immunoglobulin gamma Fc region receptor III-A	HGNC:3619	Basiliximab	biotech		other	unknown	9606
DB00074	FCGR3B	Low affinity immunoglobulin gamma Fc region receptor III-B	HGNC:3620	Basiliximab	biotech		other	unknown	9606
DB00074	IL2RA	Interleukin-2 receptor subunit alpha	HGNC:6008	Basiliximab	biotech	antibody	negaive	yes	9606
DB00074	IL2RB	Interleukin-2 receptor subunit beta	HGNC:6009	Basiliximab	biotech	antibody	negaive	unknown	9606
DB00075	C1QA	Complement C1q subcomponent subunit A	HGNC:1241	Muromonab	biotech		other	unknown	9606
DB00075	C1QB	Complement C1q subcomponent subunit B	HGNC:1242	Muromonab	biotech		other	unknown	9606
DB00075	C1QC	Complement C1q subcomponent subunit C	HGNC:1245	Muromonab	biotech		other	unknown	9606
DB00075	C1R	Complement C1r subcomponent	HGNC:1246	Muromonab	biotech		other	unknown	9606
DB00075	C1S	Complement C1s subcomponent	HGNC:1247	Muromonab	biotech		other	unknown	9606
DB00075	CD247	T-cell surface glycoprotein CD3 zeta chain	HGNC:1677	Muromonab	biotech		other	yes	9606
DB00075	CD3D	T-cell surface glycoprotein CD3 delta chain	HGNC:1673	Muromonab	biotech		other	yes	9606
DB00075	CD3E	T-cell surface glycoprotein CD3 epsilon chain	HGNC:1674	Muromonab	biotech	binder	other	yes	9606
DB00075	CD3G	T-cell surface glycoprotein CD3 gamma chain	HGNC:1675	Muromonab	biotech		other	yes	9606
DB00075	FCGR1A	High affinity immunoglobulin gamma Fc receptor I	HGNC:3613	Muromonab	biotech		other	unknown	9606
DB00075	FCGR2A	Low affinity immunoglobulin gamma Fc region receptor II-a	HGNC:3616	Muromonab	biotech		other	unknown	9606
DB00075	FCGR2B	Low affinity immunoglobulin gamma Fc region receptor II-b	HGNC:3618	Muromonab	biotech		other	unknown	9606
DB00075	FCGR2C	Low affinity immunoglobulin gamma Fc region receptor II-c	HGNC:15626	Muromonab	biotech		other	unknown	9606
DB00075	FCGR3A	Low affinity immunoglobulin gamma Fc region receptor III-A	HGNC:3619	Muromonab	biotech		other	unknown	9606
DB00075	FCGR3B	Low affinity immunoglobulin gamma Fc region receptor III-B	HGNC:3620	Muromonab	biotech		other	unknown	9606
DB00078	C1QA	Complement C1q subcomponent subunit A	HGNC:1241	Ibritumomab tiuxetan	biotech		other	unknown	9606
DB00078	C1QB	Complement C1q subcomponent subunit B	HGNC:1242	Ibritumomab tiuxetan	biotech		other	unknown	9606
DB00078	C1QC	Complement C1q subcomponent subunit C	HGNC:1245	Ibritumomab tiuxetan	biotech		other	unknown	9606
DB00078	C1R	Complement C1r subcomponent	HGNC:1246	Ibritumomab tiuxetan	biotech		other	unknown	9606
DB00078	C1S	Complement C1s subcomponent	HGNC:1247	Ibritumomab tiuxetan	biotech		other	unknown	9606
DB00078	FCGR1A	High affinity immunoglobulin gamma Fc receptor I	HGNC:3613	Ibritumomab tiuxetan	biotech		other	unknown	9606
DB00078	FCGR2A	Low affinity immunoglobulin gamma Fc region receptor II-a	HGNC:3616	Ibritumomab tiuxetan	biotech		other	unknown	9606
DB00078	FCGR2B	Low affinity immunoglobulin gamma Fc region receptor II-b	HGNC:3618	Ibritumomab tiuxetan	biotech		other	unknown	9606
DB00078	FCGR2C	Low affinity immunoglobulin gamma Fc region receptor II-c	HGNC:15626	Ibritumomab tiuxetan	biotech		other	unknown	9606
DB00078	FCGR3A	Low affinity immunoglobulin gamma Fc region receptor III-A	HGNC:3619	Ibritumomab tiuxetan	biotech		other	unknown	9606
DB00078	FCGR3B	Low affinity immunoglobulin gamma Fc region receptor III-B	HGNC:3620	Ibritumomab tiuxetan	biotech		other	unknown	9606
DB00078	MS4A1	B-lymphocyte antigen CD20	HGNC:7315	Ibritumomab tiuxetan	biotech	antibody	negaive	yes	9606
DB00081	C1QA	Complement C1q subcomponent subunit A	HGNC:1241	Tositumomab	biotech		other	unknown	9606
DB00081	C1QB	Complement C1q subcomponent subunit B	HGNC:1242	Tositumomab	biotech		other	unknown	9606
DB00081	C1QC	Complement C1q subcomponent subunit C	HGNC:1245	Tositumomab	biotech		other	unknown	9606
DB00081	C1R	Complement C1r subcomponent	HGNC:1246	Tositumomab	biotech		other	unknown	9606
DB00081	FCGR1A	High affinity immunoglobulin gamma Fc receptor I	HGNC:3613	Tositumomab	biotech		other	unknown	9606
DB00081	FCGR2A	Low affinity immunoglobulin gamma Fc region receptor II-a	HGNC:3616	Tositumomab	biotech		other	unknown	9606
DB00081	FCGR2B	Low affinity immunoglobulin gamma Fc region receptor II-b	HGNC:3618	Tositumomab	biotech		other	unknown	9606
DB00081	FCGR2C	Low affinity immunoglobulin gamma Fc region receptor II-c	HGNC:15626	Tositumomab	biotech		other	unknown	9606
DB00081	FCGR3A	Low affinity immunoglobulin gamma Fc region receptor III-A	HGNC:3619	Tositumomab	biotech		other	unknown	9606
DB00081	FCGR3B	Low affinity immunoglobulin gamma Fc region receptor III-B	HGNC:3620	Tositumomab	biotech		other	unknown	9606
DB00081	MS4A1	B-lymphocyte antigen CD20	HGNC:7315	Tositumomab	biotech	antibody	negaive	yes	9606
DB00082	GHR	Growth hormone receptor	HGNC:4263	Pegvisomant	biotech	antagonist	negaive	yes	9606
DB00083	RHOB	Rho-related GTP-binding protein RhoB	HGNC:668	Botulinum Toxin Type A	biotech		other	unknown	9606
DB00083	SNAP25	Synaptosomal-associated protein 25	HGNC:11132	Botulinum Toxin Type A	biotech	inhibitor	negaive	yes	9606
DB00086	F2R	Proteinase-activated receptor 1	HGNC:3537	Streptokinase	biotech	cleavage	other	unknown	9606
DB00086	PLG	Plasminogen	HGNC:9071	Streptokinase	biotech	activator	positive	yes	9606
DB00087	C1QA	Complement C1q subcomponent subunit A	HGNC:1241	Alemtuzumab	biotech		other	unknown	9606
DB00087	C1QB	Complement C1q subcomponent subunit B	HGNC:1242	Alemtuzumab	biotech		other	unknown	9606
DB00087	C1QC	Complement C1q subcomponent subunit C	HGNC:1245	Alemtuzumab	biotech		other	unknown	9606
DB00087	C1R	Complement C1r subcomponent	HGNC:1246	Alemtuzumab	biotech		other	unknown	9606
DB00087	CD52	CAMPATH-1 antigen	HGNC:1804	Alemtuzumab	biotech	antibody	negaive	yes	9606
DB00087	FCGR1A	High affinity immunoglobulin gamma Fc receptor I	HGNC:3613	Alemtuzumab	biotech		other	unknown	9606
DB00087	FCGR2A	Low affinity immunoglobulin gamma Fc region receptor II-a	HGNC:3616	Alemtuzumab	biotech		other	unknown	9606
DB00087	FCGR2B	Low affinity immunoglobulin gamma Fc region receptor II-b	HGNC:3618	Alemtuzumab	biotech		other	unknown	9606
DB00087	FCGR2C	Low affinity immunoglobulin gamma Fc region receptor II-c	HGNC:15626	Alemtuzumab	biotech		other	unknown	9606
DB00087	FCGR3A	Low affinity immunoglobulin gamma Fc region receptor III-A	HGNC:3619	Alemtuzumab	biotech		other	unknown	9606
DB00087	FCGR3B	Low affinity immunoglobulin gamma Fc region receptor III-B	HGNC:3620	Alemtuzumab	biotech		other	unknown	9606
DB00089	FOLH1	Glutamate carboxypeptidase 2	HGNC:3788	Capromab pendetide	biotech	other/unknown	other	yes	9606
DB00091	CAMLG	Calcium signal-modulating cyclophilin ligand	HGNC:1471	Cyclosporine	small molecule	binder	other	yes	9606
DB00091	PPIA	Peptidyl-prolyl cis-trans isomerase A	HGNC:9253	Cyclosporine	small molecule		other	unknown	9606
DB00091	PPIF	Peptidyl-prolyl cis-trans isomerase F, mitochondrial	HGNC:9259	Cyclosporine	small molecule	binder	other	unknown	9606
DB00091	PPP3R2	Calcineurin subunit B type 2	HGNC:9318	Cyclosporine	small molecule	inhibitor	negaive	yes	9606
DB00092	C1QA	Complement C1q subcomponent subunit A	HGNC:1241	Alefacept	biotech		other	unknown	9606
DB00092	C1QB	Complement C1q subcomponent subunit B	HGNC:1242	Alefacept	biotech		other	unknown	9606
DB00092	C1QC	Complement C1q subcomponent subunit C	HGNC:1245	Alefacept	biotech		other	unknown	9606
DB00092	C1R	Complement C1r subcomponent	HGNC:1246	Alefacept	biotech		other	unknown	9606
DB00092	CD2	T-cell surface antigen CD2	HGNC:1639	Alefacept	biotech	inhibitor	negaive	yes	9606
DB00092	FCGR1A	High affinity immunoglobulin gamma Fc receptor I	HGNC:3613	Alefacept	biotech		other	unknown	9606
DB00092	FCGR2A	Low affinity immunoglobulin gamma Fc region receptor II-a	HGNC:3616	Alefacept	biotech		other	unknown	9606
DB00092	FCGR2B	Low affinity immunoglobulin gamma Fc region receptor II-b	HGNC:3618	Alefacept	biotech		other	unknown	9606
DB00092	FCGR2C	Low affinity immunoglobulin gamma Fc region receptor II-c	HGNC:15626	Alefacept	biotech		other	unknown	9606
DB00092	FCGR3A	Low affinity immunoglobulin gamma Fc region receptor III-A	HGNC:3619	Alefacept	biotech		other	unknown	9606
DB00092	FCGR3B	Low affinity immunoglobulin gamma Fc region receptor III-B	HGNC:3620	Alefacept	biotech		other	unknown	9606
DB00093	AVPR1A	Vasopressin V1a receptor	HGNC:895	Felypressin	small molecule	agonist	positive	yes	9606
DB00094	FSHR	Follicle-stimulating hormone receptor	HGNC:3969	Urofollitropin	biotech	agonist	positive	yes	9606
DB00095	C1QA	Complement C1q subcomponent subunit A	HGNC:1241	Efalizumab	biotech		other	unknown	9606
DB00095	C1QB	Complement C1q subcomponent subunit B	HGNC:1242	Efalizumab	biotech		other	unknown	9606
DB00095	C1QC	Complement C1q subcomponent subunit C	HGNC:1245	Efalizumab	biotech		other	unknown	9606
DB00095	C1R	Complement C1r subcomponent	HGNC:1246	Efalizumab	biotech		other	unknown	9606
DB00095	FCGR1A	High affinity immunoglobulin gamma Fc receptor I	HGNC:3613	Efalizumab	biotech		other	unknown	9606
DB00095	FCGR2A	Low affinity immunoglobulin gamma Fc region receptor II-a	HGNC:3616	Efalizumab	biotech		other	unknown	9606
DB00095	FCGR2B	Low affinity immunoglobulin gamma Fc region receptor II-b	HGNC:3618	Efalizumab	biotech		other	unknown	9606
DB00095	FCGR2C	Low affinity immunoglobulin gamma Fc region receptor II-c	HGNC:15626	Efalizumab	biotech		other	unknown	9606
DB00095	FCGR3A	Low affinity immunoglobulin gamma Fc region receptor III-A	HGNC:3619	Efalizumab	biotech		other	unknown	9606
DB00095	FCGR3B	Low affinity immunoglobulin gamma Fc region receptor III-B	HGNC:3620	Efalizumab	biotech		other	unknown	9606
DB00095	ITGAL	Integrin alpha-L	HGNC:6148	Efalizumab	biotech	antibody	negaive	yes	9606
DB00097	FSHR	Follicle-stimulating hormone receptor	HGNC:3969	Choriogonadotropin alfa	biotech	binder	other	yes	9606
DB00097	LHCGR	Lutropin-choriogonadotropic hormone receptor	HGNC:6585	Choriogonadotropin alfa	biotech		other	yes	9606
DB00098	CD1A	T-cell surface glycoprotein CD1a	HGNC:1634	Antithymocyte immunoglobulin (rabbit)	biotech	inhibitor	negaive	unknown	9606
DB00098	CD4	T-cell surface glycoprotein CD4	HGNC:1678	Antithymocyte immunoglobulin (rabbit)	biotech		other	yes	9606
DB00098	CD86	T-lymphocyte activation antigen CD86	HGNC:1705	Antithymocyte immunoglobulin (rabbit)	biotech		other	yes	9606
DB00098	FCGR2B	Low affinity immunoglobulin gamma Fc region receptor II-b	HGNC:3618	Antithymocyte immunoglobulin (rabbit)	biotech		other	yes	9606
DB00098	ITGAL	Integrin alpha-L	HGNC:6148	Antithymocyte immunoglobulin (rabbit)	biotech		other	yes	9606
DB00098	ITGAV	Integrin alpha-V	HGNC:6150	Antithymocyte immunoglobulin (rabbit)	biotech		other	yes	9606
DB00098	ITGB1	Integrin beta-1	HGNC:6153	Antithymocyte immunoglobulin (rabbit)	biotech		other	yes	9606
DB00098	ITGB3	Integrin beta-3	HGNC:6156	Antithymocyte immunoglobulin (rabbit)	biotech		other	yes	9606
DB00098	MR1	Major histocompatibility complex class I-related gene protein	HGNC:4975	Antithymocyte immunoglobulin (rabbit)	biotech	antagonist	negaive	yes	9606
DB00099	CSF3R	Granulocyte colony-stimulating factor receptor	HGNC:2439	Filgrastim	biotech	stimulator	other	yes	9606
DB00099	ELANE	Neutrophil elastase	HGNC:3309	Filgrastim	biotech	other/unknown	other	unknown	9606
DB00100	F10	Coagulation factor X	HGNC:3528	Coagulation Factor IX (Recombinant)	biotech	activator	positive	yes	9606
DB00100	F11	Coagulation factor XI	HGNC:3529	Coagulation Factor IX (Recombinant)	biotech	ligand	other	yes	9606
DB00100	F2	Prothrombin	HGNC:3535	Coagulation Factor IX (Recombinant)	biotech		other	unknown	9606
DB00100	F7	Coagulation factor VII	HGNC:3544	Coagulation Factor IX (Recombinant)	biotech	ligand	other	yes	9606
DB00100	F8	Coagulation factor VIII	HGNC:3546	Coagulation Factor IX (Recombinant)	biotech	cofactor	other	yes	9606
DB00100	GGCX	Vitamin K-dependent gamma-carboxylase	HGNC:4247	Coagulation Factor IX (Recombinant)	biotech		other	unknown	9606
DB00100	LRP1	Prolow-density lipoprotein receptor-related protein 1	HGNC:6692	Coagulation Factor IX (Recombinant)	biotech		other	unknown	9606
DB00102	A2M	Alpha-2-macroglobulin	HGNC:7	Becaplermin	biotech		other	unknown	9606
DB00102	PDGFRA	Platelet-derived growth factor receptor alpha	HGNC:8803	Becaplermin	biotech		other	unknown	9606
DB00102	PDGFRB	Platelet-derived growth factor receptor beta	HGNC:8804	Becaplermin	biotech		other	yes	9606
DB00104	SSTR1	Somatostatin receptor type 1	HGNC:11330	Octreotide	small molecule		other	yes	9606
DB00104	SSTR2	Somatostatin receptor type 2	HGNC:11331	Octreotide	small molecule	binder	other	yes	9606
DB00104	SSTR5	Somatostatin receptor type 5	HGNC:11334	Octreotide	small molecule		other	yes	9606
DB00105	IFNAR1	Interferon alpha/beta receptor 1	HGNC:5432	Interferon Alfa-2b, Recombinant	biotech	binder	other	yes	9606
DB00105	IFNAR2	Interferon alpha/beta receptor 2	HGNC:5433	Interferon Alfa-2b, Recombinant	biotech	binder	other	yes	9606
DB00106	GNRHR	Gonadotropin-releasing hormone receptor	HGNC:4421	Abarelix	small molecule	antagonist	negaive	yes	9606
DB00107	OXT	Oxytocin-neurophysin 1	HGNC:8528	Oxytocin	biotech	binder	other	unknown	9606
DB00107	OXTR	Oxytocin receptor	HGNC:8529	Oxytocin	biotech	agonist	positive	yes	9606
DB00108	C1QA	Complement C1q subcomponent subunit A	HGNC:1241	Natalizumab	biotech		other	unknown	9606
DB00108	C1QB	Complement C1q subcomponent subunit B	HGNC:1242	Natalizumab	biotech		other	unknown	9606
DB00108	C1QC	Complement C1q subcomponent subunit C	HGNC:1245	Natalizumab	biotech		other	unknown	9606
DB00108	C1R	Complement C1r subcomponent	HGNC:1246	Natalizumab	biotech		other	unknown	9606
DB00108	FCGR1A	High affinity immunoglobulin gamma Fc receptor I	HGNC:3613	Natalizumab	biotech		other	unknown	9606
DB00108	FCGR2A	Low affinity immunoglobulin gamma Fc region receptor II-a	HGNC:3616	Natalizumab	biotech		other	unknown	9606
DB00108	FCGR2B	Low affinity immunoglobulin gamma Fc region receptor II-b	HGNC:3618	Natalizumab	biotech		other	unknown	9606
DB00108	FCGR2C	Low affinity immunoglobulin gamma Fc region receptor II-c	HGNC:15626	Natalizumab	biotech		other	unknown	9606
DB00108	FCGR3A	Low affinity immunoglobulin gamma Fc region receptor III-A	HGNC:3619	Natalizumab	biotech		other	unknown	9606
DB00108	FCGR3B	Low affinity immunoglobulin gamma Fc region receptor III-B	HGNC:3620	Natalizumab	biotech		other	unknown	9606
DB00108	ICAM1	Intercellular adhesion molecule 1	HGNC:5344	Natalizumab	biotech		other	unknown	9606
DB00108	ITGA4	Integrin alpha-4	HGNC:6140	Natalizumab	biotech	antibody	negaive	yes	9606
DB00110	C1QA	Complement C1q subcomponent subunit A	HGNC:1241	Palivizumab	biotech		other	unknown	9606
DB00110	C1QB	Complement C1q subcomponent subunit B	HGNC:1242	Palivizumab	biotech		other	unknown	9606
DB00110	C1QC	Complement C1q subcomponent subunit C	HGNC:1245	Palivizumab	biotech		other	unknown	9606
DB00110	C1R	Complement C1r subcomponent	HGNC:1246	Palivizumab	biotech		other	unknown	9606
DB00110	FCGR1A	High affinity immunoglobulin gamma Fc receptor I	HGNC:3613	Palivizumab	biotech		other	unknown	9606
